Date,Store,Store_Type,Store_Status,Promo,Promo2,School_Holiday,Customers,Sales,DayOfWeek,is_holiday
2023-07-02,6,pharmacy,1,0,0,1,77,62,6,0
2023-07-03,6,convenience,1,0,0,1,82,0,0,0
2023-07-04,6,convenience,1,0,1,1,88,79,1,1
2023-07-05,6,pharmacy,1,0,0,1,104,88,2,0
2023-07-06,6,supermarket,1,0,1,1,90,0,3,0
2023-07-07,6,pharmacy,1,0,0,1,97,0,4,0
2023-07-08,6,convenience,1,0,1,1,88,80,5,0
2023-07-09,6,convenience,1,0,0,1,83,0,6,0
2023-07-10,6,supermarket,1,0,1,1,101,27,0,0
2023-07-11,6,pharmacy,1,0,0,1,86,69,1,0
2023-07-12,6,pharmacy,0,1,0,1,0,0,2,0
2023-07-13,6,pharmacy,0,0,0,1,0,0,3,0
2023-07-14,6,convenience,1,1,0,1,97,868,4,0
2023-07-15,6,pharmacy,1,0,0,1,81,0,5,0
2023-07-16,6,supermarket,1,0,0,1,97,99,6,0
2023-07-17,6,convenience,1,0,1,1,87,154,0,0
2023-07-18,6,convenience,1,0,0,1,87,0,1,0
2023-07-19,6,pharmacy,1,1,0,1,84,785,2,0
2023-07-20,6,supermarket,1,0,0,1,81,0,3,0
2023-07-21,6,convenience,1,0,0,1,101,211,4,0
2023-07-22,6,convenience,1,1,0,1,111,951,5,0
2023-07-23,6,pharmacy,1,0,0,1,91,152,6,0
2023-07-24,6,pharmacy,1,0,1,1,85,22,0,0
2023-07-25,6,supermarket,1,0,0,1,83,0,1,0
2023-07-26,6,pharmacy,1,0,0,1,94,88,2,0
2023-07-27,6,supermarket,1,0,0,1,96,31,3,0
2023-07-28,6,convenience,1,0,0,1,80,0,4,0
2023-07-29,6,supermarket,1,1,0,1,86,965,5,0
2023-07-30,6,supermarket,1,1,0,1,99,1083,6,0
2023-07-31,6,supermarket,1,0,0,1,81,0,0,0
2023-08-01,6,convenience,0,0,0,1,0,0,1,0
2023-08-02,6,pharmacy,1,0,0,1,79,0,2,0
2023-08-03,6,convenience,1,0,0,1,83,8,3,0
2023-08-04,6,pharmacy,1,0,0,1,89,31,4,0
2023-08-05,6,supermarket,0,1,0,1,0,0,5,0
2023-08-06,6,supermarket,1,1,0,1,85,858,6,0
2023-08-07,6,supermarket,1,0,0,1,81,74,0,0
2023-08-08,6,supermarket,1,0,0,1,118,0,1,0
2023-08-09,6,supermarket,1,0,1,1,83,0,2,0
2023-08-10,6,pharmacy,1,0,0,1,67,0,3,0
2023-08-11,6,pharmacy,1,0,0,1,86,0,4,0
2023-08-12,6,supermarket,1,0,0,1,89,9,5,0
2023-08-13,6,convenience,1,0,1,1,95,68,6,0
2023-08-14,6,convenience,1,0,0,1,96,0,0,0
2023-08-15,6,supermarket,1,0,0,1,76,0,1,0
2023-08-16,6,pharmacy,1,1,0,1,91,1109,2,0
2023-08-17,6,convenience,1,0,0,1,94,0,3,0
2023-08-18,6,convenience,1,0,0,1,86,0,4,0
2023-08-19,6,convenience,1,0,0,1,104,0,5,0
2023-08-20,6,supermarket,1,0,0,1,89,0,6,0
2023-08-21,6,convenience,1,1,0,1,97,1017,0,0
2023-08-22,6,convenience,1,0,0,1,109,0,1,0
2023-08-23,6,convenience,1,1,0,1,94,723,2,0
2023-08-24,6,convenience,1,0,1,1,100,0,3,0
2023-08-25,6,pharmacy,1,0,1,1,91,31,4,0
2023-08-26,6,supermarket,1,0,0,1,102,0,5,0
2023-08-27,6,supermarket,1,0,0,1,88,0,6,0
2023-08-28,6,pharmacy,1,0,1,1,90,0,0,0
2023-08-29,6,pharmacy,0,1,0,1,0,0,1,0
2023-08-30,6,supermarket,1,0,0,1,84,0,2,0
2023-08-31,6,convenience,1,0,1,1,88,222,3,0
2023-09-01,6,convenience,1,0,0,0,99,198,4,0
2023-09-02,6,supermarket,1,0,0,0,90,116,5,0
2023-09-03,6,convenience,1,0,0,0,100,37,6,0
2023-09-04,6,pharmacy,1,0,1,0,94,37,0,1
2023-09-05,6,convenience,1,0,0,0,93,132,1,0
2023-09-06,6,convenience,1,0,0,0,83,13,2,0
2023-09-07,6,convenience,1,1,0,0,103,844,3,0
2023-09-08,6,supermarket,1,1,0,0,90,1292,4,0
2023-09-09,6,pharmacy,1,0,0,0,107,57,5,0
2023-09-10,6,convenience,1,1,0,0,96,1009,6,0
2023-09-11,6,supermarket,1,1,0,0,107,1465,0,0
2023-09-12,6,convenience,1,0,0,0,80,0,1,0
2023-09-13,6,pharmacy,1,0,0,0,92,0,2,0
2023-09-14,6,convenience,1,0,0,0,107,0,3,0
2023-09-15,6,pharmacy,1,0,0,0,93,50,4,0
2023-09-16,6,convenience,1,1,0,0,76,775,5,0
2023-09-17,6,pharmacy,1,1,0,0,108,1181,6,0
2023-09-18,6,convenience,1,1,0,0,115,1164,0,0
2023-09-19,6,pharmacy,1,0,0,0,99,60,1,0
2023-09-20,6,convenience,0,0,0,0,0,0,2,0
2023-09-21,6,convenience,1,0,0,0,95,0,3,0
2023-09-22,6,supermarket,1,0,0,0,110,31,4,0
2023-09-23,6,supermarket,0,0,0,0,0,0,5,0
2023-09-24,6,pharmacy,1,0,0,0,107,96,6,0
2023-09-25,6,convenience,1,0,0,0,99,0,0,0
2023-09-26,6,pharmacy,1,0,0,0,102,70,1,0
2023-09-27,6,supermarket,1,1,0,0,116,1227,2,0
2023-09-28,6,pharmacy,1,0,0,0,105,0,3,0
2023-09-29,6,pharmacy,0,1,0,0,0,0,4,0
2023-09-30,6,supermarket,1,1,0,0,92,1020,5,0
2023-10-01,6,convenience,1,1,0,0,82,740,6,0
2023-10-02,6,pharmacy,1,1,0,0,98,985,0,0
2023-10-03,6,supermarket,1,0,0,0,88,59,1,0
2023-10-04,6,convenience,1,0,1,0,108,4,2,0
2023-10-05,6,supermarket,1,1,0,0,120,1437,3,0
2023-10-06,6,pharmacy,1,1,0,0,101,1220,4,0
2023-10-07,6,convenience,1,0,0,0,83,41,5,0
2023-10-08,6,convenience,1,1,0,0,112,1057,6,0
2023-10-09,6,supermarket,0,0,1,0,0,0,0,1
2023-10-10,6,supermarket,1,0,0,0,88,121,1,0
2023-10-11,6,supermarket,0,0,0,0,0,0,2,0
2023-10-12,6,convenience,1,0,0,0,82,73,3,0
2023-10-13,6,convenience,1,0,0,0,105,43,4,0
2023-10-14,6,pharmacy,1,0,0,0,109,131,5,0
2023-10-15,6,convenience,0,0,0,0,0,0,6,0
2023-10-16,6,pharmacy,1,1,0,0,78,788,0,0
2023-10-17,6,supermarket,1,0,0,0,102,0,1,0
2023-10-18,6,supermarket,1,0,0,0,115,140,2,0
2023-10-19,6,convenience,1,0,0,0,103,0,3,0
2023-10-20,6,supermarket,1,0,0,0,87,0,4,0
2023-10-21,6,supermarket,1,0,0,0,101,0,5,0
2023-10-22,6,convenience,1,0,0,0,81,78,6,0
2023-10-23,6,pharmacy,1,1,0,0,114,1321,0,0
2023-10-24,6,convenience,1,0,0,0,113,0,1,0
2023-10-25,6,pharmacy,1,0,0,0,100,0,2,0
2023-10-26,6,convenience,1,1,0,0,109,1058,3,0
2023-10-27,6,convenience,1,1,0,0,102,968,4,0
2023-10-28,6,supermarket,1,0,0,0,120,0,5,0
2023-10-29,6,convenience,1,0,0,0,92,69,6,0
2023-10-30,6,convenience,0,0,0,0,0,0,0,0
2023-10-31,6,pharmacy,1,0,0,0,94,122,1,0
2023-11-01,6,supermarket,1,0,0,0,88,84,2,0
2023-11-02,6,pharmacy,1,1,0,0,73,769,3,0
2023-11-03,6,pharmacy,1,0,0,0,109,0,4,0
2023-11-04,6,supermarket,1,0,0,0,111,201,5,0
2023-11-05,6,supermarket,0,0,0,0,0,0,6,0
2023-11-06,6,supermarket,1,1,0,0,100,1016,0,0
2023-11-07,6,convenience,1,0,0,0,110,0,1,0
2023-11-08,6,supermarket,1,0,0,0,90,0,2,0
2023-11-09,6,supermarket,1,0,0,0,91,122,3,0
2023-11-10,6,supermarket,1,0,0,0,88,182,4,1
2023-11-11,6,pharmacy,1,1,0,0,97,1091,5,1
2023-11-12,6,pharmacy,1,0,0,0,102,0,6,0
2023-11-13,6,convenience,1,0,0,0,112,120,0,0
2023-11-14,6,pharmacy,1,0,0,0,91,46,1,0
2023-11-15,6,convenience,1,1,1,0,99,1014,2,0
2023-11-16,6,pharmacy,1,0,0,0,95,58,3,0
2023-11-17,6,supermarket,1,1,1,0,98,1037,4,0
2023-11-18,6,pharmacy,1,0,0,0,110,66,5,0
2023-11-19,6,convenience,0,0,0,0,0,0,6,0
2023-11-20,6,pharmacy,1,0,0,0,100,0,0,0
2023-11-21,6,supermarket,1,0,0,0,113,103,1,0
2023-11-22,6,convenience,1,1,0,0,105,1043,2,0
2023-11-23,6,supermarket,1,1,0,0,112,1249,3,1
2023-11-24,6,supermarket,1,0,0,0,100,0,4,0
2023-11-25,6,convenience,1,0,0,0,101,2,5,0
2023-11-26,6,supermarket,1,0,1,0,88,200,6,0
2023-11-27,6,supermarket,1,1,0,0,104,1304,0,0
2023-11-28,6,pharmacy,1,0,0,0,110,235,1,0
2023-11-29,6,supermarket,0,0,0,0,0,0,2,0
2023-11-30,6,supermarket,1,0,0,0,108,88,3,0
2023-12-01,6,supermarket,1,0,0,0,89,0,4,0
2023-12-02,6,supermarket,1,1,0,0,95,1059,5,0
2023-12-03,6,convenience,1,1,0,0,95,759,6,0
2023-12-04,6,pharmacy,1,0,0,0,97,35,0,0
2023-12-05,6,supermarket,1,0,0,0,103,129,1,0
2023-12-06,6,supermarket,1,0,1,0,100,0,2,0
2023-12-07,6,convenience,1,1,0,0,102,1060,3,0
2023-12-08,6,supermarket,1,0,0,0,107,183,4,0
2023-12-09,6,convenience,1,0,1,0,98,86,5,0
2023-12-10,6,pharmacy,1,0,0,0,108,32,6,0
2023-12-11,6,pharmacy,1,0,0,0,98,0,0,0
2023-12-12,6,supermarket,1,0,0,0,103,130,1,0
2023-12-13,6,supermarket,1,0,0,0,98,0,2,0
2023-12-14,6,supermarket,1,1,0,0,111,1392,3,0
2023-12-15,6,convenience,0,0,0,0,0,0,4,0
2023-12-16,6,supermarket,0,0,0,0,0,0,5,0
2023-12-17,6,supermarket,1,0,0,0,97,0,6,0
2023-12-18,6,pharmacy,1,0,0,0,112,70,0,0
2023-12-19,6,supermarket,1,0,0,0,104,100,1,0
2023-12-20,6,pharmacy,1,0,0,0,122,0,2,0
2023-12-21,6,supermarket,1,0,0,0,106,0,3,0
2023-12-22,6,pharmacy,1,0,0,0,94,0,4,0
2023-12-23,6,supermarket,1,0,0,0,104,70,5,0
2023-12-24,6,pharmacy,1,0,0,0,101,66,6,0
2023-12-25,6,convenience,1,1,0,0,89,818,0,1
2023-12-26,6,pharmacy,1,0,0,0,111,30,1,0
2023-12-27,6,pharmacy,1,0,0,0,104,160,2,0
2023-12-28,6,pharmacy,1,0,0,0,90,101,3,0
2023-12-29,6,supermarket,1,0,0,0,111,0,4,0
2023-12-30,6,supermarket,1,1,1,0,105,1348,5,0
2023-12-31,6,supermarket,1,0,0,0,114,138,6,0
2021-01-01,7,convenience,1,1,0,0,87,701,4,1
2021-01-02,7,convenience,1,0,1,0,89,94,5,0
2021-01-03,7,pharmacy,1,1,0,0,83,1213,6,0
2021-01-04,7,convenience,1,1,0,0,87,831,0,0
2021-01-05,7,pharmacy,1,0,0,0,109,0,1,0
2021-01-06,7,pharmacy,1,1,0,0,124,1353,2,0
2021-01-07,7,pharmacy,1,0,0,0,119,13,3,0
2021-01-08,7,convenience,1,1,0,0,100,742,4,0
2021-01-09,7,supermarket,1,1,0,0,76,749,5,0
2021-01-10,7,convenience,0,1,0,0,0,0,6,0
2021-01-11,7,pharmacy,1,0,0,0,97,0,0,0
2021-01-12,7,pharmacy,1,1,0,0,72,858,1,0
2021-01-13,7,convenience,0,0,0,0,0,0,2,0
2021-01-14,7,pharmacy,1,0,0,0,94,8,3,0
2021-01-15,7,pharmacy,1,0,0,0,98,95,4,0
2021-01-16,7,convenience,1,1,0,0,97,645,5,0
2021-01-17,7,convenience,1,0,0,0,114,0,6,0
2021-01-18,7,convenience,1,0,0,0,113,0,0,1
2021-01-19,7,pharmacy,1,0,0,0,109,0,1,0
2021-01-20,7,pharmacy,1,0,0,0,94,0,2,0
2021-01-21,7,supermarket,1,1,0,0,88,965,3,0
2021-01-22,7,supermarket,1,1,1,0,102,1293,4,0
2021-01-23,7,convenience,1,0,0,0,94,46,5,0
2021-01-24,7,supermarket,1,0,0,0,104,0,6,0
2021-01-25,7,pharmacy,1,0,0,0,80,0,0,0
2021-01-26,7,supermarket,1,0,0,0,82,0,1,0
2021-01-27,7,pharmacy,1,0,0,0,97,0,2,0
2021-01-28,7,convenience,1,0,1,0,87,0,3,0
2021-01-29,7,convenience,1,0,0,0,92,39,4,0
2021-01-30,7,pharmacy,1,0,0,0,92,71,5,0
2021-01-31,7,supermarket,1,0,1,0,95,10,6,0
2021-02-01,7,convenience,0,0,0,0,0,0,0,0
2021-02-02,7,convenience,1,0,0,0,98,1,1,0
2021-02-03,7,supermarket,1,0,0,0,106,0,2,0
2021-02-04,7,supermarket,1,1,0,0,102,1210,3,0
2021-02-05,7,pharmacy,1,0,0,0,100,0,4,0
2021-02-06,7,supermarket,1,0,0,0,109,11,5,0
2021-02-07,7,supermarket,1,0,0,0,100,0,6,0
2021-02-08,7,supermarket,1,1,1,0,95,1117,0,0
2021-02-09,7,pharmacy,1,1,0,0,102,1038,1,0
2021-02-10,7,pharmacy,1,1,0,0,90,950,2,0
2021-02-11,7,convenience,1,0,0,0,108,30,3,0
2021-02-12,7,pharmacy,1,0,1,0,100,0,4,0
2021-02-13,7,convenience,0,1,0,0,0,0,5,0
2021-02-14,7,supermarket,1,0,0,0,84,0,6,0
2021-02-15,7,convenience,1,1,0,0,106,981,0,1
2021-02-16,7,convenience,1,0,0,0,84,0,1,0
2021-02-17,7,supermarket,1,0,0,0,99,2,2,0
2021-02-18,7,convenience,1,1,0,0,75,745,3,0
2021-02-19,7,pharmacy,1,0,0,0,88,127,4,0
2021-02-20,7,pharmacy,1,0,0,0,88,0,5,0
2021-02-21,7,pharmacy,1,0,0,0,91,62,6,0
2021-02-22,7,pharmacy,1,1,0,0,96,1055,0,0
2021-02-23,7,convenience,1,0,1,0,104,0,1,0
2021-02-24,7,convenience,1,0,0,0,99,0,2,0
2021-02-25,7,supermarket,1,0,0,0,87,84,3,0
2021-02-26,7,convenience,1,1,0,0,104,1051,4,0
2021-02-27,7,convenience,1,1,0,0,93,625,5,0
2021-02-28,7,convenience,1,0,0,0,102,33,6,0
2021-03-01,7,supermarket,1,0,0,0,82,26,0,0
2021-03-02,7,pharmacy,1,0,1,0,91,0,1,0
2021-03-03,7,convenience,1,0,0,0,94,0,2,0
2021-03-04,7,supermarket,1,1,0,0,93,1010,3,0
2021-03-05,7,supermarket,0,0,0,0,0,0,4,0
2021-03-06,7,supermarket,1,0,0,0,94,0,5,0
2021-03-07,7,pharmacy,1,0,0,0,109,69,6,0
2021-03-08,7,convenience,1,0,0,0,104,0,0,0
2021-03-09,7,supermarket,1,0,0,0,104,73,1,0
2021-03-10,7,pharmacy,1,0,0,0,106,0,2,0
2021-03-11,7,supermarket,1,1,1,0,103,1279,3,0
2021-03-12,7,supermarket,1,0,0,0,84,77,4,0
2021-03-13,7,supermarket,1,0,0,0,99,0,5,0
2021-03-14,7,supermarket,1,0,0,0,99,0,6,0
2021-03-15,7,supermarket,1,1,1,0,94,1162,0,0
2021-03-16,7,pharmacy,1,0,0,0,115,130,1,0
2021-03-17,7,convenience,1,1,1,0,131,1041,2,0
2021-03-18,7,convenience,1,1,0,0,95,993,3,0
2021-03-19,7,convenience,0,1,0,0,0,0,4,0
2021-03-20,7,convenience,1,0,0,0,112,0,5,0
2021-03-21,7,pharmacy,1,0,0,0,87,99,6,0
2021-03-22,7,pharmacy,1,0,0,0,110,230,0,0
2021-03-23,7,pharmacy,1,0,1,0,111,0,1,0
2021-03-24,7,supermarket,0,1,0,0,0,0,2,0
2021-03-25,7,supermarket,0,0,0,0,0,0,3,0
2021-03-26,7,supermarket,1,0,0,0,100,183,4,0
2021-03-27,7,convenience,1,0,0,0,94,0,5,0
2021-03-28,7,supermarket,1,1,0,0,89,971,6,0
2021-03-29,7,convenience,1,0,0,0,79,0,0,0
2021-03-30,7,supermarket,0,0,0,0,0,0,1,0
2021-03-31,7,convenience,1,0,0,0,90,0,2,0
2021-04-01,7,supermarket,1,1,1,0,89,989,3,0
2021-04-02,7,supermarket,1,0,0,0,103,0,4,0
2021-04-03,7,pharmacy,1,0,1,0,104,14,5,0
2021-04-04,7,supermarket,1,0,0,0,96,134,6,0
2021-04-05,7,supermarket,1,1,0,0,106,1172,0,0
2021-04-06,7,pharmacy,1,0,0,0,105,0,1,0
2021-04-07,7,convenience,1,1,0,0,115,1067,2,0
2021-04-08,7,pharmacy,1,0,0,0,109,53,3,0
2021-04-09,7,pharmacy,0,0,0,0,0,0,4,0
2021-04-10,7,convenience,1,0,0,0,98,140,5,0
2021-04-11,7,supermarket,1,0,0,0,95,0,6,0
2021-04-12,7,convenience,1,0,0,0,95,0,0,0
2021-04-13,7,supermarket,0,0,0,0,0,0,1,0
2021-04-14,7,supermarket,1,0,1,0,105,53,2,0
2021-04-15,7,convenience,1,0,0,0,112,148,3,0
2021-04-16,7,pharmacy,1,0,0,0,101,39,4,0
2021-04-17,7,convenience,1,1,0,0,98,825,5,0
2021-04-18,7,supermarket,1,1,0,0,103,1339,6,0
2021-04-19,7,convenience,1,0,1,0,89,0,0,0
2021-04-20,7,convenience,1,0,1,0,99,200,1,0
2021-04-21,7,supermarket,1,1,1,0,98,1203,2,0
2021-04-22,7,pharmacy,1,1,1,0,109,1125,3,0
2021-04-23,7,convenience,0,1,1,0,0,0,4,0
2021-04-24,7,supermarket,1,0,0,0,108,19,5,0
2021-04-25,7,supermarket,1,0,1,0,102,0,6,0
2021-04-26,7,convenience,1,0,0,0,83,0,0,0
2021-04-27,7,pharmacy,1,0,0,0,112,0,1,0
2021-04-28,7,convenience,1,0,0,0,102,0,2,0
2021-04-29,7,pharmacy,1,0,0,0,104,82,3,0
2021-04-30,7,pharmacy,0,0,0,0,0,0,4,0
2021-05-01,7,pharmacy,1,0,0,0,100,25,5,0
2021-05-02,7,pharmacy,1,0,0,0,96,111,6,0
2021-05-03,7,convenience,1,0,0,0,94,63,0,0
2021-05-04,7,supermarket,1,1,0,0,117,1282,1,0
2021-05-05,7,supermarket,1,1,0,0,100,1232,2,0
2021-05-06,7,supermarket,1,0,0,0,91,146,3,0
2021-05-07,7,supermarket,1,1,1,0,110,1369,4,0
2021-05-08,7,supermarket,1,0,0,0,112,118,5,0
2021-05-09,7,supermarket,1,0,1,0,104,98,6,0
2021-05-10,7,convenience,1,1,0,0,97,759,0,0
2021-05-11,7,pharmacy,1,0,0,0,83,178,1,0
2021-05-12,7,supermarket,1,0,0,0,91,125,2,0
2021-05-13,7,convenience,1,0,0,0,112,0,3,0
2021-05-14,7,supermarket,1,0,1,0,108,129,4,0
2021-05-15,7,supermarket,0,0,0,0,0,0,5,0
2021-05-16,7,pharmacy,1,0,1,0,96,0,6,0
2021-05-17,7,pharmacy,1,0,0,0,99,0,0,0
2021-05-18,7,pharmacy,1,1,0,0,112,1128,1,0
2021-05-19,7,supermarket,1,0,0,0,94,14,2,0
2021-05-20,7,supermarket,1,0,0,0,96,0,3,0
2021-05-21,7,supermarket,1,0,1,0,110,0,4,0
2021-05-22,7,pharmacy,1,1,0,0,90,1025,5,0
2021-05-23,7,convenience,0,1,0,0,0,0,6,0
2021-05-24,7,supermarket,1,1,0,0,107,1313,0,0
2021-05-25,7,supermarket,1,0,0,0,110,29,1,0
2021-05-26,7,supermarket,1,0,0,0,86,40,2,0
2021-05-27,7,convenience,0,0,0,0,0,0,3,0
2021-05-28,7,supermarket,1,0,0,0,107,34,4,0
2021-05-29,7,convenience,1,0,1,0,113,50,5,0
2021-05-30,7,supermarket,1,1,0,0,92,1045,6,0
2021-05-31,7,convenience,1,0,0,0,94,0,0,1
2021-06-01,7,supermarket,1,1,0,1,66,823,1,0
2021-06-02,7,pharmacy,1,0,0,1,69,15,2,0
2021-06-03,7,pharmacy,1,1,0,1,103,1178,3,0
2021-06-04,7,pharmacy,1,0,0,1,85,113,4,0
2021-06-05,7,pharmacy,1,1,0,1,68,744,5,0
2021-06-06,7,supermarket,0,0,0,1,0,0,6,0
2021-06-07,7,pharmacy,0,1,0,1,0,0,0,0
2021-06-08,7,convenience,1,0,0,1,80,0,1,0
2021-06-09,7,pharmacy,1,0,0,1,112,4,2,0
2021-06-10,7,pharmacy,1,0,1,1,88,0,3,0
2021-06-11,7,pharmacy,1,0,0,1,90,87,4,0
2021-06-12,7,supermarket,1,0,0,1,95,0,5,0
2021-06-13,7,pharmacy,1,1,0,1,101,1120,6,0
2021-06-14,7,convenience,1,0,1,1,82,0,0,0
2021-06-15,7,pharmacy,1,1,1,1,87,708,1,0
2021-06-16,7,pharmacy,1,0,0,1,96,0,2,0
2021-06-17,7,pharmacy,1,0,0,1,85,0,3,0
2021-06-18,7,convenience,1,0,0,1,74,0,4,1
2021-06-19,7,pharmacy,1,1,0,1,86,933,5,1
2021-06-20,7,convenience,1,0,0,1,100,133,6,0
2021-06-21,7,convenience,1,0,0,1,91,96,0,0
2021-06-22,7,pharmacy,1,0,0,1,78,0,1,0
2021-06-23,7,convenience,0,0,0,1,0,0,2,0
2021-06-24,7,supermarket,1,0,0,1,94,56,3,0
2021-06-25,7,pharmacy,1,0,0,1,110,0,4,0
2021-06-26,7,pharmacy,1,0,0,1,83,0,5,0
2021-06-27,7,convenience,1,0,0,1,98,78,6,0
2021-06-28,7,convenience,1,1,0,1,82,695,0,0
2021-06-29,7,pharmacy,1,0,0,1,95,21,1,0
2021-06-30,7,supermarket,1,1,0,1,113,1259,2,0
2021-07-01,7,convenience,1,0,1,1,97,0,3,0
2021-07-02,7,convenience,1,0,0,1,68,93,4,0
2021-07-03,7,supermarket,0,0,0,1,0,0,5,0
2021-07-04,7,supermarket,0,0,0,1,0,0,6,1
2021-07-05,7,pharmacy,0,0,0,1,0,0,0,1
2021-07-06,7,supermarket,1,0,0,1,81,0,1,0
2021-07-07,7,pharmacy,1,0,0,1,78,0,2,0
2021-07-08,7,supermarket,1,0,0,1,82,0,3,0
2021-07-09,7,convenience,1,0,0,1,78,49,4,0
2021-07-10,7,pharmacy,1,0,0,1,94,0,5,0
2021-07-11,7,pharmacy,1,1,0,1,86,932,6,0
2021-07-12,7,pharmacy,1,1,0,1,87,919,0,0
2021-07-13,7,supermarket,1,0,0,1,101,0,1,0
2021-07-14,7,convenience,1,1,0,1,90,872,2,0
2021-07-15,7,pharmacy,1,1,0,1,101,1104,3,0
2021-07-16,7,pharmacy,0,0,0,1,0,0,4,0
2021-07-17,7,pharmacy,1,0,0,1,108,0,5,0
2021-07-18,7,pharmacy,1,1,0,1,94,1057,6,0
2021-07-19,7,convenience,0,0,0,1,0,0,0,0
2021-07-20,7,supermarket,1,0,0,1,85,0,1,0
2021-07-21,7,convenience,1,0,0,1,88,0,2,0
2021-07-22,7,pharmacy,0,1,0,1,0,0,3,0
2021-07-23,7,convenience,1,1,0,1,78,597,4,0
2021-07-24,7,pharmacy,1,0,0,1,102,165,5,0
2021-07-25,7,supermarket,0,1,0,1,0,0,6,0
2021-07-26,7,supermarket,1,0,0,1,70,0,0,0
2021-07-27,7,supermarket,1,0,0,1,87,46,1,0
2021-07-28,7,pharmacy,1,0,1,1,105,0,2,0
2021-07-29,7,convenience,1,1,0,1,77,689,3,0
2021-07-30,7,supermarket,1,0,1,1,91,0,4,0
2021-07-31,7,pharmacy,1,0,0,1,99,49,5,0
2021-08-01,7,pharmacy,1,0,0,1,94,8,6,0
2021-08-02,7,convenience,1,0,0,1,98,0,0,0
2021-08-03,7,supermarket,1,0,1,1,97,12,1,0
2021-08-04,7,pharmacy,1,0,0,1,88,0,2,0
2021-08-05,7,convenience,1,1,0,1,95,1024,3,0
2021-08-06,7,supermarket,1,0,0,1,73,0,4,0
2021-08-07,7,convenience,1,0,0,1,85,55,5,0
2021-08-08,7,convenience,1,0,0,1,92,91,6,0
2021-08-09,7,pharmacy,1,0,0,1,91,0,0,0
2021-08-10,7,pharmacy,1,0,0,1,99,0,1,0
2021-08-11,7,pharmacy,1,1,1,1,91,1194,2,0
2021-08-12,7,convenience,1,0,1,1,86,0,3,0
2021-08-13,7,pharmacy,1,1,1,1,74,815,4,0
2021-08-14,7,convenience,1,1,1,1,93,819,5,0
2021-08-15,7,convenience,1,0,0,1,111,0,6,0
2021-08-16,7,pharmacy,1,0,1,1,92,0,0,0
2021-08-17,7,supermarket,1,0,0,1,90,12,1,0
2021-08-18,7,supermarket,1,0,1,1,93,0,2,0
2021-08-19,7,supermarket,1,0,0,1,92,0,3,0
2021-08-20,7,convenience,1,0,0,1,91,0,4,0
2021-08-21,7,convenience,1,0,0,1,103,0,5,0
2021-08-22,7,convenience,1,1,0,1,78,735,6,0
2021-08-23,7,pharmacy,1,0,1,1,87,95,0,0
2021-08-24,7,convenience,1,0,0,1,92,114,1,0
2021-08-25,7,pharmacy,1,0,0,1,89,0,2,0
2021-08-26,7,pharmacy,1,0,0,1,106,84,3,0
2021-08-27,7,supermarket,1,0,0,1,89,0,4,0
2021-08-28,7,supermarket,1,1,0,1,88,1004,5,0
2021-08-29,7,supermarket,1,1,0,1,102,1386,6,0
2021-08-30,7,pharmacy,1,0,0,1,96,18,0,0
2021-08-31,7,pharmacy,1,0,0,1,98,23,1,0
2021-09-01,7,pharmacy,1,0,1,0,92,0,2,0
2021-09-02,7,convenience,0,0,0,0,0,0,3,0
2021-09-03,7,pharmacy,1,1,0,0,99,1142,4,0
2021-09-04,7,supermarket,1,1,1,0,126,1660,5,0
2021-09-05,7,supermarket,1,0,1,0,94,0,6,0
2021-09-06,7,pharmacy,1,0,1,0,90,0,0,1
2021-09-07,7,pharmacy,1,0,0,0,102,0,1,0
2021-09-08,7,supermarket,1,0,0,0,92,62,2,0
2021-09-09,7,pharmacy,1,0,0,0,115,164,3,0
2021-09-10,7,supermarket,1,0,0,0,109,74,4,0
2021-09-11,7,convenience,1,0,0,0,82,87,5,0
2021-09-12,7,supermarket,1,0,0,0,106,17,6,0
2021-09-13,7,convenience,1,0,0,0,124,0,0,0
2021-09-14,7,pharmacy,1,0,1,0,97,202,1,0
2021-09-15,7,pharmacy,1,0,1,0,88,66,2,0
2021-09-16,7,convenience,1,0,0,0,96,52,3,0
2021-09-17,7,pharmacy,1,0,0,0,104,87,4,0
2021-09-18,7,convenience,1,1,0,0,88,620,5,0
2021-09-19,7,pharmacy,1,0,0,0,79,0,6,0
2021-09-20,7,supermarket,1,1,0,0,104,1310,0,0
2021-09-21,7,pharmacy,1,0,1,0,114,0,1,0
2021-09-22,7,supermarket,1,0,0,0,95,0,2,0
2021-09-23,7,supermarket,1,0,0,0,113,128,3,0
2021-09-24,7,convenience,1,0,0,0,111,11,4,0
2021-09-25,7,pharmacy,1,0,0,0,87,237,5,0
2021-09-26,7,convenience,1,1,0,0,93,832,6,0
2021-09-27,7,pharmacy,1,0,0,0,112,80,0,0
2021-09-28,7,supermarket,1,0,1,0,101,48,1,0
2021-09-29,7,supermarket,1,0,0,0,109,0,2,0
2021-09-30,7,pharmacy,1,0,1,0,107,0,3,0
2021-10-01,7,pharmacy,0,1,0,0,0,0,4,0
2021-10-02,7,convenience,1,1,1,0,87,975,5,0
2021-10-03,7,pharmacy,0,0,0,0,0,0,6,0
2021-10-04,7,pharmacy,1,0,0,0,94,51,0,0
2021-10-05,7,pharmacy,1,0,0,0,104,0,1,0
2021-10-06,7,convenience,1,1,0,0,114,1048,2,0
